# stage 09   label CDM   z 3.000000   box 58.737151
# grid 512  MAS CIC
# mass fractions gas 0.13750872 conv 0.02203907 dm 0.84045221
# matter shot noise 3.05072516e-04
# k  Nmodes  P_gas  P_conv  P_dm  P_matter  P_baryon  P_gc
4.465672045739432150e+01 7.228000000000000000e+03 1.198417973155078975e-02 3.916468079091595200e+01 1.560448378513163425e-01 2.200311781049743010e-01 8.124105912269234953e-01 2.360318338452920273e-01
4.476549294278329683e+01 7.332000000000000000e+03 1.185237778427760888e-02 3.841353118050179205e+01 1.546354403257601817e-01 2.172022090900180835e-01 7.963008345631082951e-01 2.289801729836917765e-01
4.487637752975774674e+01 6.292000000000000000e+03 1.237571012745488502e-02 3.961538059702122183e+01 1.581415327482286193e-01 2.229964859452878700e-01 8.238926048785526479e-01 2.469147718925024104e-01
4.498055708906358063e+01 5.524000000000000000e+03 1.275659551065486813e-02 4.094042807163451414e+01 1.615249594655077947e-01 2.285232226833271707e-01 8.502200309385963273e-01 2.501109781929185538e-01
4.508287267328293524e+01 5.172000000000000000e+03 1.300730253735923533e-02 4.228994073807864851e+01 1.683325253767737617e-01 2.377165951017471690e-01 8.781893176222593800e-01 2.586482180096533745e-01
4.519355986123767366e+01 5.188000000000000000e+03 1.300158670076892974e-02 4.215073774543564156e+01 1.668638680675307850e-01 2.355815141799821877e-01 8.725692135179243802e-01 2.462180891894528711e-01
4.530659428897991603e+01 4.386000000000000000e+03 1.313224739804082740e-02 4.281342304029300294e+01 1.703999968756103323e-01 2.399755389094650471e-01 8.850625926325758064e-01 2.451745667289647324e-01
4.540899736355984828e+01 3.520000000000000000e+03 1.388907763695743786e-02 4.256450360664553756e+01 1.719460728307764807e-01 2.415860220906937139e-01 8.850145135146486597e-01 2.625592005280212859e-01
4.550937256763914007e+01 3.516000000000000000e+03 1.435358398022364666e-02 4.419599708576977548e+01 1.749611458195233504e-01 2.473912423138324435e-01 9.198629633678331308e-01 2.767235054040819153e-01
4.562243326765445062e+01 3.388000000000000000e+03 1.449951565948581246e-02 4.523352092970831251e+01 1.761258487676748141e-01 2.498462759894395091e-01 9.407313458940945727e-01 2.807671972581979314e-01
4.573709947858509395e+01 2.800000000000000000e+03 1.486169888383813767e-02 4.516773193301450107e+01 1.745482461270464192e-01 2.478881795435941282e-01 9.388286671150736229e-01 2.769185910256234950e-01
4.583467699676652529e+01 1.932000000000000000e+03 1.502755067949931855e-02 4.594301738449875927e+01 1.815443572926806748e-01 2.562572002522173209e-01 9.553438075066201796e-01 2.836322621663760479e-01
4.593284860737928454e+01 2.236000000000000000e+03 1.528425896709572317e-02 4.851249497499062358e+01 1.855421214454842371e-01 2.640020508847527592e-01 1.006635188760336419e+00 2.923344920417470516e-01
4.605078524552519781e+01 2.013000000000000000e+03 1.541122321690111159e-02 4.787575117948288295e+01 1.879202862199215729e-01 2.657743766771352156e-01 9.928192964461772796e-01 2.849411860594018298e-01
4.616873995781739382e+01 1.576000000000000000e+03 1.583024050967200835e-02 4.960389292002341932e+01 1.891372131454396865e-01 2.691949715244619790e-01 1.027100046102828790e+00 2.891180907968627367e-01
4.625859178282501460e+01 8.460000000000000000e+02 1.591973245198623557e-02 5.052999070324756303e+01 1.936896297176499138e-01 2.760213683588856881e-01 1.050748652384368986e+00 3.139436013474258269e-01
4.635543923097079499e+01 1.228000000000000000e+03 1.664190686017325352e-02 5.235244821359530221e+01 2.039086404820156517e-01 2.886597395315776415e-01 1.079960197171514702e+00 2.883267397859304304e-01
4.647736207050834878e+01 9.640000000000000000e+02 1.732406310563382873e-02 5.313158791140501336e+01 2.028885590791855154e-01 2.886565223268048319e-01 1.098669336275739816e+00 3.023352982608519812e-01
4.659853650238704859e+01 7.170000000000000000e+02 1.799412085001430434e-02 5.215076446960924983e+01 2.099776901970304699e-01 2.947699559569694205e-01 1.084849694598972514e+00 3.208056155756742189e-01
4.669086164899982094e+01 3.040000000000000000e+02 1.756675651183745718e-02 4.992517409927545202e+01 1.951001780681513864e-01 2.749466310065436514e-01 1.033416910417050305e+00 2.844833010286447750e-01
4.678254322269242493e+01 4.440000000000000000e+02 1.891372856849714637e-02 5.413928888419269470e+01 2.149057806864535236e-01 3.019969956144994416e-01 1.136399515529428417e+00 3.750811847219768791e-01
4.690460940767283660e+01 2.920000000000000000e+02 1.956527582187888442e-02 5.683757813252103830e+01 2.248286856268265077e-01 3.182525923722050454e-01 1.197676370304192828e+00 4.141660092673174476e-01
4.702644381521540140e+01 1.720000000000000000e+02 2.162304497479834720e-02 6.528247428525443752e+01 2.501395081292933642e-01 3.596716365837143714e-01 1.378214259598548486e+00 4.892206502913536426e-01
4.712337469613589747e+01 5.100000000000000000e+01 2.287484468049113401e-02 5.091916949421125338e+01 1.998013044294292273e-01 2.842810004802245882e-01 1.090283780314274864e+00 4.270977596470267312e-01
4.720746447872692642e+01 5.200000000000000000e+01 2.402930772246584731e-02 6.025981071058535576e+01 2.169887789869608674e-01 3.135616173490720082e-01 1.268605610019992280e+00 4.238805395238316454e-01
4.732364017170161219e+01 1.200000000000000000e+01 1.877955894751930088e-02 6.460864159630790482e+01 1.920779302131655764e-01 2.931731051189833126e-01 1.324392948980446461e+00 3.260494783528382068e-01
4.743157887156689867e+01 1.000000000000000000e+00 3.128579554829685055e-03 6.381870128951147336e+01 2.634732878183711491e-01 3.597265829762596456e-01 1.113665491709237010e+00 -4.468354104926650083e-01
